Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Keywords,Has Mobile App,Has Google Play App,Has iTunes App
Sight Machine,sightmachine.com,Sight Machine - The category leader for manufacturing analytics.,204,94,0,57,56,1,2%,43,14,33%,490,439,12%,186,163%,,,,,,11,31,267,50561.8,2012,B,"FundersClub,GE Ventures,Huron River Ventures,IA Ventures,Jump Capital,Mercury Fund,Michigan eLab,O'Reilly AlphaTech Ventures,Orfin Ventures,Pritzker Group Venture Capital,Two Roads Group",$18.5M,2016-03-22,"$13,500,000",Bay Area,Ann Arbor,Bay Area,MI,United States,North America,"B2B,B2C,SaaS","analytics,automotive,cleantech,hardware,hardware peripherals,marketing,marketing analytics,wind power","big data,manufacturing",No,No,No
Other Machine Company,othermachine.co,Othermill Pro: Your In-House Board House.,196,208,23,15,15,0,0%,16,-1,-6%,"7,399","9,010",-18%,"9,050",-18%,,,,,,22,-2,50,53600,2013,B,"CrunchFund,Slow Ventures,VegasTechFund",$6.9M,2015-05-12,"$2,680,000",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,B2C","enterprise software,hardware,human resources hr","consumer electronics,diy",No,No,No
OptimalTest,optimaltest.com,Optimal Plus is the leader in semiconductor manufacturing test software with cross-operational analytics for full supply chain visibility,194,2,0,203,201,2,1%,179,24,13%,4,5,-20%,6,-33%,,,,,,111,126,1974,8105.37,2005,B,"Carmel Ventures,Evergreen Venture Partners,Pitango Venture Capital,Viola Group",$30.0M,2007-12-09,"$16,000,000",Holon,Holon,,,Israel,Asia,B2B,"hardware,hardware peripherals,human resources hr,semiconductors",,No,No,No
Blue Danube Systems,bluedanube.com,Blue Danube Systems designs innovative mobile wireless access solutions that significantly and cost-effectively increase network capacity and enhance quality of service.,193,151,339,38,40,-2,-5%,38,0,0%,126,129,-2%,162,-22%,,,,,,22,19,252,63492.06,,B,"AT&T,Northgate Capital,Sequoia Capital",$23.7M,2015-05-12,"$16,000,000",New York,Warren,New York,NJ,United States,North America,B2B,"hardware,hardware peripherals,mobile",,No,No,No
Mioglobal,mioglobal.com,"Mio Global manufactures innovative wearables that make heart rate training accessible to all athletes. Packed with Mio Continuous Technology, Mio products provide performance-accurate heart rate data without a chest strap and connect to fitness apps and sport devices via Bluetooth Smart and/or ANT+.",191,38,874,66,61,5,8%,49,17,35%,"208,588","215,801",-3%,"217,046",-4%,97,,,,,4,13,29,517241.38,1999,B,"Export Development Canada,Hydra Ventures",$16.8M,2016-11-04,"$15,000,000",Vancouver,Vancouver,,BC,Canada,North America,"B2C,Marketplace","fitness and wellness,hardware,internet of things,mobile,wearables",,Yes,Yes,Yes
NavVis,navvis.com,"NavVis develops innovative hardware and software to map, navigate, and digitalize the indoors.",187,-27,66,72,69,3,4%,45,27,60%,"2,652",,,,,,,,,,15,40,280,29285.71,2013,B,"Don Dodge,MIG Fonds,Target Partners,VC Fonds Technologie Berlin",$8.2M,2015-12-15,"$8,200,000",Munich,Munich,,,Germany,Europe,B2B,"hardware,software development",data visualization,No,No,No
Mangstor,mangstor.com,Mangstor is developing high-performance PCI-express and networked solid state storage solutions from enterprise flash technology.,187,126,329,42,41,1,2%,42,0,0%,40,38,5%,26,54%,,,,,,8,10,25,200000,2011,B,"New Science Ventures,Partners Venture Capital",$19.2M,2016-07-17,"$5,000,000",Austin,Austin,Austin,TX,United States,North America,B2B,"computer hardware,data storage,hardware,hardware peripherals,network / hosting / infrastructure,physical storage,storage",,No,No,No
ORVIBO,orvibo.com,"Orvibo is a Chinese technology company focused on Internet-of-Things technologies, and intelligent household hardware",183,-45,20,30,24,6,25%,19,11,58%,"12,601","12,898",-2%,"16,142",-22%,,,,,,4,22,55,290909.09,2011,B,"Legend Star,MediaTek,Shenzhen Topband,Tiger Cub Fund",$29.0M,2016-10-28,"$16,000,000",Shenzhen,Shenzhen,,,China,Asia,"B2B,B2C","cleantech,consumer electronics,hardware,healthcare,internet of things,pharmaceuticals,wind power",home automation,No,No,No
WayRay,wayray.com,WayRay is a developer in the connected car space by applying aerospace technology to land navigation.,181,181,0,,,,,,,,"1,638","1,969",-17%,"3,776",-57%,,,,,,0,0,,0,2012,B,Alibaba,$18.0M,2017-03-16,"$18,000,000",Lausanne,Lausanne,,,Switzerland,Europe,B2C,"automotive,consumer electronics,hardware","augmented reality,collisionconf2015,consumer electronics",No,No,No
Sensaphone,sensaphone.com,"Sensaphone brings the best in remote temperature and humidity monitors. If you are looking for alert temperature monitoring through internet, call us today!",179,179,6,20,20,0,0%,20,0,0%,,,,,,,,,,,137,0,2,6500000,1985,B,"Ardesta,Global Environment Fund",$13.0M,2005-09-26,"$13,000,000",Boston,Needham,Boston,MA,United States,North America,B2B,"hardware,hardware peripherals,internet of things",,No,No,No
DigiLens,digilens.com,"DigiLens, Inc. is a leader in holographic optical waveguide technology and materials, serving the aerospace, security and consumer electronics industries.",178,143,-9,27,26,1,4%,22,5,23%,39,36,8%,35,11%,,,,,,2,2,0,0,2003,B,"Alsop Louie Partners,Bold Capital Partners,Dolby Family Ventures,Foxconn Technology Group,Nautilus Venture Partners,Panasonic,Sony",$22.0M,2017-01-19,"$22,000,000",Sunnyvale,Sunnyvale,,CA,United States,North America,B2B,"automotive,cleantech,hardware,hardware peripherals,healthcare,medical devices,pharmaceuticals,solar power,wind power",,No,No,No
Progyny,progyny.com,"Progyny is the first company to provide fertility patients with easy accessibility to high quality drs, price transparency, & financing.",175,164,131,66,69,-3,-4%,68,-2,-3%,87,71,23%,39,123%,,,,,,8,3,24,625000,2015,B,"Kleiner Perkins Caufield & Byers,SR One,TPG Biotech",$15.0M,2016-06-29,"$15,000,000",New York,New York,New York,NY,United States,North America,B2C,"biotechnology,hardware,healthcare,healthcare providers,pharmaceuticals",medical devices,No,No,No
MEMSDrive,memsdrive.com,MEMS Drive is committed to provide superior imaging solutions to mobile devices.,174,144,366,10,9,1,11%,,,,,,,,,,,,,,5,3,6,1833333.33,2014,B,Walden International,$11.0M,2016-10-18,"$11,000,000",Los Angeles,Pasadena,Los Angeles,CA,United States,North America,B2C,"hardware,hardware peripherals",,No,No,No
Mistral Solutions,mistralsolutions.com,"Mistral offers end-to-end embedded design services from front-end consulting & planning to developing, integrating & managing turnkey solutions.",163,34,17,434,433,1,0%,437,-3,-1%,"3,175","2,595",22%,"3,844",-17%,,,,,,109,111,2960,2195.95,1997,B,"JAFCO Asia,Nexus Venture Partners",$6.5M,2008-02-06,"$6,500,000",Bangalore,Bangalore,,,India,Asia,B2B,"hardware,hardware peripherals",,No,No,No
Phoseon Technology,phoseon.com,Phoseon is the leader in UV LED curing technology. Contact us about a UV curing system today!,162,118,0,78,80,-2,-3%,78,0,0%,120,140,-14%,252,-52%,,,,,,126,38,974,1334.7,2002,B,"Capybara Ventures,Fluke Venture Partners,PacRim Venture Partners,SmartForest Ventures",$7.7M,2006-09-07,"$1,300,000",Portland,Hillsboro,Portland,OR,United States,North America,B2B,"hardware,hardware peripherals,semiconductors",,No,No,No
PragmatIC Printing Ltd,pragmaticprinting.com,"PragmatiC develops ultra-thin and low-cost flexible microcircuits that can be incorporated into mass-market objects and packaging, Its intellectual property covers unique device architectures, process techniques, and circuit designs that enable flexible imprinted logic circuits with compact footprint, high performance and low cost.",162,104,0,24,24,0,0%,22,2,9%,2,2,0%,7,-71%,,,,,,5,6,16,1374716.25,,B,"ARM,Avery Dennison,Cambridge Innovation Capital",$30.6M,2016-10-13,"$21,995,460",Cambridge,Cambridge,,,United Kingdom,Europe,B2B,"hardware,internet of things,semiconductors",,No,No,No
Noble Biomaterials,noblebiomaterials.com,"Noble Biomaterials develops, manufactures, sells and markets advanced antimicrobial technologies designed to manage bacterial contamination.",159,127,0,60,59,1,2%,64,-4,-6%,206,153,35%,149,38%,,,,,,61,28,1078,7421.15,,B,"DuPont Capital Management,Northwater Capital,TL Ventures",$8.0M,2012-02-10,"$8,000,000",Scranton,Scranton,,PA,United States,North America,B2B,"biotechnology,fitness and wellness,hardware,hardware peripherals,healthcare,medical devices,music,pharmaceuticals,software development",,No,No,No
BrightVolt,brightvolt.com,Custom ultra-thin film flexible lithium ion batteries with the highest energy density that are designed and manufactured in the US for small batch or large volumes.,158,175,587,22,22,0,0%,,,,,,,,,,,,,,6,-2,5,1000000,,B,New Science Ventures,$5.0M,2016-09-14,"$5,000,000",United States,,,,United States,North America,B2C,"cleantech,hardware,hardware peripherals,internet of things,physical security,security,solar power",,No,No,No
Ineda Systems,inedasystems.com,Ineda Systems,148,82,162,108,109,-1,-1%,109,-1,-1%,591,309,91%,105,463%,,,,,,28,14,222,9009.01,2011,B,"Cisco Investments,Imagination Technologies,IndusAge Partners,Lip Bu Tan,Qualcomm Ventures,Samsung Catalyst Fund,Sanjay Jha,Walden Riverwood Ventures",$28.0M,2014-11-12,"$2,000,000",India,Santa Clara,Bay Area,,India,Asia,B2B,"computer hardware,data storage,e-commerce,hardware,human resources hr,information security,internet of things,security,semiconductors,software development,storage,wearables",,No,No,No
Poynt Co,poynt.com,Poynt is a smart payment terminal company.,147,-5,10,49,48,1,2%,5,44,880%,480,,,,,,94,,183,,16,52,322,86956.52,2013,B,"Google Ventures,Matrix Partners,Nyca Partners,Oak HC/FT Partners,Stanford StartX,Webb Investment Network",$56.0M,2015-10-23,"$28,000,000",Palo Alto,Palo Alto,,CA,United States,North America,"B2B,B2C","finance,hardware,internet of things,mobile,payments","android,payments,point of sale",Yes,Yes,Yes
PointGrab,pointgrab.com,"PointGrab is a machine learning and IoT technology startup that leverages deep learning technology, which targets the home and building-automation market, providing detailed information about activity within buildings thanks to optical sensing IoT devices to support energy-saving, facility management, safety.",147,141,0,44,44,0,0%,39,5,13%,506,487,4%,548,-8%,,,,,,4,1,4,1750000,2008,B,"ABB Technology Ventures,EcoMachines Ventures,Flex Lab IX,Mitsubishi UFJ Capital,Philips",$12.0M,2016-10-25,"$7,000,000",Austin,Ramat Hasharon,Austin,TX,Israel,Asia,"B2B,B2C","cleantech,consumer electronics,hardware,healthcare,internet of things,pharmaceuticals,wind power",artificial intelligence,No,No,No
Visedo,visedo.com,"Visedo Oy develops, manufactures and delivers electrical drive trains for heavy mobile work machine, marine vessel and bus applications.",146,18,0,37,33,4,12%,28,9,32%,81,86,-6%,103,-21%,,,,,,2,6,7,2982000,2009,B,"Emerald Technology Ventures ,Finnish Industry Investment,Ilmarinen Mutual Pension Insurance Company,LahiTapiola,Sinituote,VNT Management Ltd",$20.9M,2016-12-21,"$20,874,000",Lappeenranta,Lappeenranta,,,Finland,Europe,B2B,"automotive,cleantech,energy,hardware,hardware peripherals,solar power,wind power",,No,No,No
Knowbox,knowbox.cn,Zuoye Hezi is a big data smart product,145,145,-421,,,,,,,,936,908,3%,,,,,,,,4,,,0,2014,B,"Genesis Capital,Legend Star",$15.0M,2016-10-31,"$15,000,000",China,,,,China,Asia,,"hardware,hardware peripherals",,No,No,No
Datica,datica.com,Datica removes the barriers to digital health through compliant infrastructure and scalable data exchange,143,99,448,,,,,,,,,,,,,,,,,,5,5,13,500000,,B,"Angels on the Water,Arthur Ventures,Baird Capital,Chicago Ventures,Gener8tor,Jumpstart Ventures,Lewis & Clark Ventures,Milwaukee Summer 2013,State of Wisconsin Investment Board",$12.5M,2016-09-21,"$6,500,000",Madison,Madison,,WI,United States,North America,,"cloud computing,e-commerce,enterprise software,hardware,health it,healthcare,healthcare providers,human resources hr,mobile,retail,software development",,No,No,No
Bright Computing,brightcomputing.com,"Bright Computing provides software solutions for deploying and managing HPC and big data clusters, and OpenStack in the data center and in the cloud.",142,66,432,74,75,-1,-1%,82,-8,-10%,"2,625","2,801",-6%,"1,985",32%,,,,,,31,49,1064,13627.82,2009,B,"Draper Esprit,ING Corporate Investments,Prime Ventures",$14.5M,2014-07-29,"$14,500,000",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"data storage,hardware,hardware peripherals,information security,security,storage",,No,No,No
Fetch Robotics,fetchrobotics.com,Fetch Robotics is developing human-size ambulatory robots for use in industrial warehouses.,142,88,734,36,35,1,3%,36,0,0%,"2,705","2,522",7%,"2,343",15%,,,,,,21,22,300,66666.67,2014,B,"O'Reilly AlphaTech Ventures,Shasta Ventures,SoftBank Capital",$23.0M,2015-06-17,"$20,000,000",Bay Area,San Jose,Bay Area,CA,United States,North America,B2B,"hardware,robotics","logistics,robotics",No,No,No
Thalmic Labs,thalmic.com,The future of wearable technology and human-computer interaction (HCI) is being developed by Thalmic Labs.,141,-244,0,120,108,12,11%,68,52,76%,"51,758","59,725",-13%,"119,083",-57%,,,,,,6,49,167,718562.87,2012,B,"Amazon Alexa Fund,Dan Debow,David Ossip,Fidelity Investments,Formation 8,FundersClub,Intel Capital,Lee Lau,Mike McCauley,Spark Capital,VeloCity Waterloo,Y Combinator,YC Winter 2013",$134.6M,2016-09-19,"$120,000,000",Kitchener,Kitchener,,ON,Canada,North America,B2C,"consumer electronics,hardware,healthcare,internet of things,medical devices,wearables","consumer electronics,hardware",Yes,Yes,No
Veniam,veniam.com,Veniam builds city-scale networks of connected vehicles that expand wireless coverage and bring terabytes of physical data to the cloud.,140,28,0,50,47,3,6%,47,3,6%,,,,,,,,,,,13,32,298,73825.5,2012,B,"Cane Investments,Cisco Investments,Orange Telecom,True Ventures,Union Square Ventures,Verizon Ventures,Yamaha Motor Ventures",$26.9M,2016-02-11,"$22,000,000",Boston,Cambridge,Boston,MA,United States,North America,B2B,"automotive,hardware,hardware peripherals,internet of things",,No,No,No
tado GmbH,tado.com,Make your AC smart with tadodeg > The Smart AC Control lets you control your AC via smartphone app and saves up to 40% on energy costs. Learn more!,137,20,0,87,82,5,6%,72,15,21%,"203,553","171,213",19%,"139,566",46%,,,,,,10,29,158,145569.62,2011,B,"BayBG,Inven Capital,Shortcut Ventures GmbH,Siemens Venture Capital,Statkraft Venture Capital,Target Partners",$39.2M,2016-04-26,"$23,000,000",Munich,Munich,,,Germany,Europe,B2C,"cleantech,consumer electronics,energy,hardware,internet of things,mobile,solar power,wind power",internet of things,Yes,Yes,No
Mesh Systems,mesh-systems.com,"An Internet of Things pioneer that develops software allowing manufacturers to connect, manage, control, and gather intelligence from remote devices and dispersed assets to lower costs and improve efficiency and reliability.",135,124,0,13,13,0,0%,13,0,0%,175,114,54%,80,119%,,,,,,69,10,322,7763.98,2005,B,,$2.7M,2011-05-27,"$2,500,000",Indianapolis,Indianapolis,Indianapolis,IN,United States,North America,B2B,"data storage,enterprise software,hardware,hardware peripherals,information security,internet of things,security,storage",,No,No,No
CMITech,cmi-tech.com,"CMITech designs, develops, manufactures and distributes advanced Iris Recognition cameras and support software to the global biometrics, identification and authentication, and access control markets.",131,153,176,2,2,0,0%,6,-4,-67%,,,,,,,,,,,12,-4,28,75000,2009,B,"Magellan Technology Investment,SBI Investment",$2.1M,2016-03-08,"$2,100,000","Korea, Republic of",,,,"Korea, Republic of",Asia,B2B,"biotechnology,finance,hardware,hardware peripherals,manufacturing,physical security,security",,No,No,No
Forest2Market,forest2market.com,"Forest2Market provides market price data, supply chain expertise and other decision support services to participants in the forest, wood",129,116,521,29,29,0,0%,27,2,7%,237,243,-2%,135,76%,,,,,,62,12,399,Undisclosed,2000,B,Earthrise Capital Partners,$0,2012-01-11,Undisclosed,Charlotte,Charlotte,Charlotte,NC,United States,North America,"B2B,B2C","analytics,cleantech,energy,hardware,hardware peripherals,human resources hr,market research,wind power",,No,No,No
"CarePredict, Inc.",carepredict.com,CarePredict is developing electronic wearables that enable monitoring of seniors so that caregivers can provide the best possible care.,127,101,22,12,11,1,9%,8,4,50%,171,229,-25%,311,-45%,,,,,,0,0,,Undisclosed,2013,B,"Las Olas Venture Capital,StartUp Health,Vectr Venture",$2.3M,2017-03-13,Undisclosed,Miami,Fort Lauderdale,Miami,FL,United States,North America,B2B,"fitness and wellness,hardware,healthcare,internet of things,wearables","elder care,health & wellness",No,No,No
