CrunchBase Name,Name,Website,Description,Growth Score,Mindshare Score,Weekly Momentum,Employee Count,Employee Count Last Month,Employees Added This Month,Employee Growth Last Mo,Employee Count 6 Months Ago,Employees Added Last 6 Months,Employee Growth Last 6 Months,Est. Monthly Uniques,Est. Monthly Uniques Week Ago,Monthly Uniques Week Over Week Growth,Est. Monthly Uniques Month Ago,Monthly Uniques Month Over Month Growth,Est. Mobile Downloads,Est. Monthly Mobile Downloads Week Ago,Monthly Mobile Downloads Week Over Week Growth,Est. Monthly Mobile Downloads Month Ago,Monthly Mobile Downloads Month Over Month Growth,Months Since Last Funding,Employees Added Since Last Funding,New Person Months Since Last Funding,New Funding Employee Growth,Founded,Stage,Investors,Total Funding,Last Funding,Last Funding Amount,Location,City,Region,State,Country,Continent,Business Models,Industries,Interested,Alert,Custom List,Public List,Keywords,Has Mobile App,Has Google Play App,Has iTunes App,Date Added,crunchbase_uuid,type,primary_role,name,crunchbase_url,homepage_domain,homepage_url,profile_image_url,facebook_url,twitter_url,linkedin_url,stock_symbol,location_city,location_region,location_country_code,short_description,people
vestorly,Vestorly,vestorly.com,The Vestorly platform combines artificial intelligence and content marketing for the financial services industry.,323,239,0,51,50,1,2%,47,4,9%,"2,493","2,676",-7%,"2,233",12%,,,,,,3,7,18,472222.22,2012,B,"Richmond Global,Sigma Prime Ventures",$14.6MÂ ,12/7/16,"$8,500,000 ",New York,New York,New York,NY,United States,North America,B2B,"advertising,analytics,email,enterprise software,finance,human resources hr,marketing,marketing analytics,media",0,0,0,0,"content delivery,social media",No,No,No,4/4/13,b02758cd-d81a-61d1-5e01-ee7bace89ecd,Organization,company,Vestorly,https://www.crunchbase.com/organization/vestorly?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,vestorly.com,http://www.vestorly.com/,https://www.crunchbase.com/organization/vestorly/primary-image/raw,http://www.facebook.com/Vestorly,http://twitter.com/vestorly,https://www.linkedin.com/company/vestorly,:,New York,New York,USA,Vestorly is a data-enabled content marketing platform for the financial services industry,
anagran-inc,Anagran,anagran.com,"Ever wonder how your local screen printing in Knoxville, TN does those unique and beautiful prints? This secret is through screen printing inks and design. A",19,19,41,10,10,0,0%,10,0,0%,3,3,0%,2,50%,,,,,,102,0,10,860000,2004,Exited (other),"Advanced Technology Ventures,Argon Venture Partners,ArrowPath Venture Partners,Draper Fisher Jurvetson (DFJ)",$22.6MÂ ,9/15/08,"$8,600,000 ",Sunnyvale,Sunnyvale,Bay Area,,United States,North America,B2B,"advertising,analytics,marketing,marketing analytics,network / hosting / infrastructure",0,0,0,0,,No,No,No,4/4/13,8015015f-84dc-7a7b-0d3b-71f4a0664133,Organization,company,Anagran,https://www.crunchbase.com/organization/anagran-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,anagran.com,http://www.anagran.com,https://www.crunchbase.com/organization/anagran-inc/primary-image/raw,,,,:,Sunnyvale,California,USA,Anagran offers flow-based traffic management products that eliminate the effects of network congestion.,
first-light-movies,First Light Movies,firstlightonline.co.uk,"GetMassFollowers top social media provider offering Facebook, Twitter, YouTube and Instagram marketing services (Likes, Followers, Views, Subscribers, etc).",19,19,39,37,36,1,3%,35,2,6%,10,42,-76%,76,-87%,,,,,,,,,Undisclosed,2006,Exited (other),,Undisclosed,,Undisclosed,Birmingham,Birmingham,,,United Kingdom,Europe,,"analytics,finance,marketing,marketing analytics,media,social networking",0,0,0,0,film,No,No,No,4/4/13,b52ccb1b-20db-fbe6-4518-b3f5dc402eac,Organization,company,First Light Movies,https://www.crunchbase.com/organization/first-light-movies?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,firstlightonline.co.uk,http://www.firstlightonline.co.uk,https://www.crunchbase.com/organization/first-light-movies/primary-image/raw,http://www.facebook.com/getintofilm,http://www.twitter.com/firstlightfund,,:,Virginia Beach,Virginia,USA,First light is the leading initiative enabling young people to realise their potential via creative digital film and media projects.,
idealinput,Idealinput,idealinput.com,Get better marketing.,19,19,96,0,1,-1,-100%,1,-1,-100%,3,3,0%,5,-40%,,,,,,,,,Undisclosed,2012,Exited (other),,Undisclosed,,Undisclosed,Moncton,,,,,,"Advertising,B2B,Consulting","advertising,analytics,marketing,marketing analytics",0,0,0,0,"branding,feedback,reviews & recommendations,small & medium sized business",No,No,No,4/4/13,73801161-3cb2-bacd-c3b3-cdab901a767d,Organization,company,Idealinput,https://www.crunchbase.com/organization/idealinput?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,idealinput.com,http://idealinput.com,,,,,:,,,,Get better marketing.,
media-chaperone,Media Chaperone,mediachaperone.com,"Reserved Media, LLC 2017 a Digital Creative Agency Specializing in SEO Content and Video and Film Production",20,0,0,1,1,0,0%,1,0,0%,3,3,0%,3,0%,,,,,,86,13,201,248.76,,Exited (other),,"$50,000Â ",1/14/10,"$50,000 ",Chicago,Chicago,Chicago,IL,United States,North America,,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,1c18c0b1-a371-4db8-b11c-91e0ab3c5c30,Organization,company,Media Chaperone,https://www.crunchbase.com/organization/media-chaperone?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,mediachaperone.com,http://mediachaperone.com,https://www.crunchbase.com/organization/media-chaperone/primary-image/raw,https://www.facebook.com/reservedmedia,https://www.twitter.com/reserved_media,,:,Chicago,Illinois,USA,"Media Chaperone developed applications for parents to manage childrenâ€™s internet use via real-time reports, social controls and rewards.",
torsh-inc,Torsh,torsh.co,"We harness the power of video classroom observation, actionable data, and expert virtual coaching to drive effective instruction and teacher professional development.",20,20,-121,9,9,0,0%,7,2,29%,47,44,7%,79,-41%,,,,,,,,,Undisclosed,2011,Exited (other),,Undisclosed,,Undisclosed,New York,,New York,NY,United States,North America,B2C,"analytics,education,human resources hr",0,0,0,0,"teachers,training",Yes,No,Yes,4/26/13,1094a464-cda8-2d80-d6f3-e9a7fd9d42ff,Organization,company,Torsh Inc,https://www.crunchbase.com/organization/torsh-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,torsh.co,http://www.torsh.co/,https://www.crunchbase.com/organization/torsh-inc/primary-image/raw,https://www.facebook.com/Torshco,https://twitter.com/torshco,https://www.linkedin.com/company/2418231?trk=vsrp_companies_res_name&trkInfo=VSRPsearchId%3A2826892791429352622713%2CVSRPtargetId%3A2418231%2CVSRPcmpt%3Aprimary,:,New York,New York,USA,Torsh accelerates student achievement through tools and services that utilize personalized instructional strategies and practices.,
the-next-idea-it-box,#TheNextIdea,thenextidea.org,As a web design and development company we provide custom strategic solutions for both web and mobile platforms operating since over a decade.,21,21,-146,,,,,,,,3,8,-63%,8,-63%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,Du Bois,Du Bois,,PA,United States,North America,"B2B,Consulting","analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,8/14/13,15c7c66b-7822-5ff4-64f3-fe96cecb8d1c,Organization,company,The Next Idea IT Box,https://www.crunchbase.com/organization/the-next-idea-it-box?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,thenextidea.org,http://www.thenextidea.org,,http://www.facebook.com/TheNextIdeaIT,http://twitter.com/TheNextIdeaIT,,:,Du Bois,Pennsylvania,USA,"The Next Idea IT Box is a web design company that specializes in designing websites, graphics and applications.",
i-webtech-solutions-uk,I-WebTech Solutions UK,i-webtechsolutions.co.uk,One of the the Leading SEO Company in UK,24,24,-5,,,,,,,,11,11,0%,28,-61%,,,,,,,,,Undisclosed,,Exited (other),,Undisclosed,,Undisclosed,United Kingdom,,,,United Kingdom,Europe,Consulting,"analytics,data storage,human resources hr,marketing,marketing analytics,network / hosting / infrastructure,storage",0,0,0,0,,No,No,No,12/20/13,bf384b0d-1f20-61d7-466f-cf87191f3c9f,Organization,company,I-WebTech Solutions UK,https://www.crunchbase.com/organization/i-webtech-solutions-uk?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,i-webtechsolutions.co.uk,http://www.i-webtechsolutions.co.uk,https://www.crunchbase.com/organization/i-webtech-solutions-uk/primary-image/raw,http://www.facebook.com/pages/I-Webtechsolutions/256556761143831,http://twitter.com/i_webtechuk,,:,,,,One of the the Leading SEO Company in UK,
crowdtwist,CrowdTwist,crowdtwist.com,CrowdTwist is an industry-leading provider of comprehensive multichannel loyalty and analytics solutions.,136,106,466,59,62,-3,-5%,57,2,4%,"7,656","7,065",8%,"7,367",4%,,,,,,32,20,303,29702.97,2009,B,"Bertelsmann Digital Media Investments,Bob Pasker,BoxGroup,Fairhaven Capital Partners,NYC 2011 Winter,SoftBank Capital,StarVest Partners,Techstars,kbs+ Ventures",$15.8MÂ ,6/26/14,"$9,000,000 ",New York,New York,New York,NY,United States,North America,B2B,"advertising,analytics,enterprise software,finance,human resources hr,marketing,marketing analytics,media,music,publishing,retail",0,0,0,0,"art,consumer goods,loyalty / rewards,travel",No,No,No,4/4/13,9827df52-6fd1-8061-e306-e53fec496ef0,Organization,company,CrowdTwist,https://www.crunchbase.com/organization/crowdtwist?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,crowdtwist.com,http://www.crowdtwist.com,https://www.crunchbase.com/organization/crowdtwist/primary-image/raw,http://www.facebook.com/crowdtwist,http://twitter.com/crowdtwist,http://www.linkedin.com/company/crowdtwist-inc.,:,New York,New York,USA,CrowdTwist is an industry-leading provider of comprehensive multichannel loyalty and analytics solutions.,
monitise-mea,Monitise,monitise.com,"We are a mobile-minded digital technology leader, powering businesses through digital transformation.",27,-5,-5,512,559,-47,-8%,649,-137,-21%,"46,770","40,909",14%,"48,121",-3%,,,,,,80,26,5217,Undisclosed,2003,Exited (ipo),"Ariadne Capital,First Eastern Investment Group,Industry Ventures,Norwest Venture Partners,Visa",$0Â ,7/13/10,Undisclosed,London,London,London,,United Kingdom,Europe,B2B,"analytics,banking,enterprise software,finance,information security,marketing,marketing analytics,mobile,payments,security",0,0,0,0,"coupons,deals,local",No,No,No,4/4/13,8afdf6e5-1115-7052-7346-de5ded094def,Organization,company,Monitise MEA,https://www.crunchbase.com/organization/monitise-mea?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,monitise.com,https://www.monitise.com,,,,,:,,,,"We are a mobile-minded digital technology leader, powering businesses through digital transformation.",
yupiq,YUPIQ,yupiq.com,Provide an optimized customer experience and increase revenue per customer with our leading customer referral program software platform.,27,32,0,0,1,-1,-100%,1,-1,-100%,6,6,0%,8,-25%,,,,,,66,-4,102,Undisclosed,2011,Exited (other),Wesley Clover,$0Â ,8/26/11,Undisclosed,Kanata,Kanata,,ON,Canada,North America,B2B,"analytics,data storage,enterprise software,entertainment,finance,information security,marketing,marketing analytics,music,payments,security,storage",0,0,0,0,"brand marketing,film,sales,social media marketing,sports",No,No,No,4/4/13,7dcdf624-174c-4015-6a2e-5e4de30ed42d,Organization,company,YUPIQ,https://www.crunchbase.com/organization/yupiq?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,yupiq.com,http://yupiq.com,https://www.crunchbase.com/organization/yupiq/primary-image/raw,http://www.facebook.com/ReferralSaasquatch,http://www.twitter.com/getSaaSquatch,,:,Victoria,British Columbia,CAN,YUPIQ helps companies find new customers and achieve real business results from online promotions.,
adroll-semantic-sugar-inc,AdRoll,adroll.com,"Attract new prospects, convert customers, & grow customer value with AdRoll -- the retargeting + prospecting platform of choice for over 30,000 businesses.",32,-348,650,767,765,2,0%,737,30,4%,"1,253,976","1,213,300",3%,"1,212,473",3%,,,,,,34,278,7790,8985.88,2007,C,"Accel Partners,Floodgate Fund,Foundation Capital,Institutional Venture Partners (IVP),Max Levchin,Merus Capital,Northgate Capital,Performance Equity Management,Peter Thiel,Voyager Capital,Western Technology Investment",$89.0MÂ ,4/21/14,"$70,000,000 ",Bay Area,San Francisco,Bay Area,CA,United States,North America,"B2B,SaaS","advertising,analytics,human resources hr,marketing,marketing analytics",0,0,0,0,"advertising network,big data,blogging",No,No,No,4/4/13,5754ae3f-0c5f-dfc5-d682-c1ec330cba45,Organization,company,AdRoll,https://www.crunchbase.com/organization/adroll-semantic-sugar-inc?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,adroll.com,http://www.adroll.com,https://www.crunchbase.com/organization/adroll-semantic-sugar-inc/primary-image/raw,http://www.facebook.com/adroll,http://twitter.com/AdRoll,http://www.linkedin.com/company/adroll.com,:,San Francisco,California,USA,AdRoll is a marketing platform enabling brands of all sizes to create personalized ad campaigns based on their own website data.,
algomizer-2,Algomizer,algomizer.com,"Algomizer developed advanced algorithms that collect data from various sources, analyze real time results and update budget spend on-the-fly.Our software-as-a-service tool, helps advertisers to manage their entire on-line campaigns and receive the highest ROI possible.",32,32,-8,22,21,1,5%,16,6,38%,688,,,,,,,,,,,,,Undisclosed,2013,Exited (ipo),,Undisclosed,,Undisclosed,Petach Tikva,Petach Tikva,,,Israel,Asia,,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,9/19/14,902e2fb4-bb9f-9f9b-60df-63b614952a26,Organization,company,Algomizer,https://www.crunchbase.com/organization/algomizer-2?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,algomizer.com,https://www.algomizer.com/,https://www.crunchbase.com/organization/algomizer-2/primary-image/raw,https://www.facebook.com/Algomizer-474060765983043,https://twitter.com/Algomizer,,:,New York,New York,USA,Algomizer is an internet technology company that specializes in developing online marketing tools for SMB's.,
bunchball,Bunchball,bunchball.com,Bunchball is the company that launched the gamification industry and generates lasting ROI with real business value by motivating people through big data.,32,46,0,50,50,0,0%,50,0,0%,"24,888","26,237",-5%,"31,141",-20%,,,,,,69,-12,235,27659.57,2005,C,"Adobe Ventures,Correlation Ventures,Granite Ventures,NewSpring Capital,Triangle Peak Partners",$12.5MÂ ,6/13/11,"$6,500,000 ",Bay Area,San Mateo,Bay Area,CA,United States,North America,B2B,"analytics,enterprise software,gaming,marketing,marketing analytics",0,0,0,0,gamification,No,No,No,4/4/13,b8a98c62-83bd-2944-a9bb-abda814b157e,Organization,company,Bunchball,https://www.crunchbase.com/organization/bunchball?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,bunchball.com,http://www.bunchball.com,https://www.crunchbase.com/organization/bunchball/primary-image/raw,http://www.facebook.com/Bunchball,http://twitter.com/bunchball,,:,Redwood City,California,USA,Bunchball employs game mechanics that help businesses improve market performance and online engagement.,
sqliaison,InEdge,inedge.com,InEdge is a consultancy specialized in Insurance Analytics that offers Solutions and Implementation services.,32,31,29,26,26,0,0%,29,-3,-10%,39,41,-5%,44,-11%,,,,,,114,1,101,14257.43,1994,Exited (other),Fondaction CSN,$1.4MÂ ,9/6/07,"$1,440,000 ",Montreal,Montreal,,QC,Canada,North America,B2B,"analytics,finance,insurance,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,cfb9a4f8-f846-13ea-c604-1b5f82f148c4,Organization,company,InEdge,https://www.crunchbase.com/organization/sqliaison?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,inedge.com,http://www.inedge.com,https://www.crunchbase.com/organization/sqliaison/primary-image/raw,,,,:,MontrÃ©al,Quebec,CAN,InEdge is a consultancy specialized in business intelligence and analytics for the insurance industry.,
techtarget,TechTarget,techtarget.com,StorSpeed develops products to increase network storage performance.,32,32,7,850,843,7,1%,806,44,5%,"4,103,396","4,110,120",0%,"4,114,436",0%,,,,,,,,,Undisclosed,1999,Exited (ipo),,$0Â ,,Undisclosed,Boston,Newton,Boston,MA,United States,North America,B2B,"advertising,analytics,marketing,marketing analytics",0,0,0,0,,No,No,No,3/27/14,cfcad200-dc5e-5a03-af85-4dcbdc0b2094,Organization,company,TechTarget,https://www.crunchbase.com/organization/techtarget?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,techtarget.com,http://www.techtarget.com,https://www.crunchbase.com/organization/techtarget/primary-image/raw,http://www.facebook.com/pages/TechTarget/231963570219936,http://twitter.com/TechTarget,http://www.linkedin.com/company/techtarget,NASDAQ:TTGT,Newton,Massachusetts,USA,TechTarget is an online IT media related firm operating websites for targeted technical content and technology providers.,
vsocial,vSocial,vsocial.com,"VSocial is your next enterprise Social Relationship Marketing suite, built with love by Vocanic. Get in touch for more information.",32,32,0,,,,,,,,45,45,0%,348,-87%,,,,,,114,,,Undisclosed,,Exited (other),"Biltmore Ventures,Consor Capital,Roger Ehrenberg",$0Â ,9/1/07,Undisclosed,Phoenix,Tempe,Phoenix,AZ,United States,North America,B2B,"analytics,enterprise software,marketing,marketing analytics",0,0,0,0,,No,No,No,4/4/13,2eadc422-ef94-6e5a-cdf2-c95e354456d3,Organization,company,vSocial,https://www.crunchbase.com/organization/vsocial?utm_source=crunchbase&utm_medium=export&utm_campaign=odm_csv,vsocial.com,http://www.vsocial.com,https://www.crunchbase.com/organization/vsocial/primary-image/raw,https://www.facebook.com/create,https://www.twitter.com/vocanic,,:,Singapore,Central Region,SGP,vSocial is a social relationship marketing suite that allows marketers to add social media to their promotions to increase investments.,
